Name,ID,Ingredient,Form,Dosage
abrysvo,28106897322,"respiratorysyncytialvirus,subgroupa,stabilizedprefusionfprotein847a,respiratorysyncytialvirus,subgroupb,stabilizedprefusionfprotein847b",powder,60+60 mikrogram/dosis
abseamed,28103921806,epoetinalfa,inject,6000 iu/0.6 ml
abseamed,28103922006,epoetinalfa,inject,10000 iu/1.0 ml
abseamed,28103921306,epoetinalfa,inject,1000 iu/0.5 ml
abseamed,28104646710,epoetinalfa,inject,20000 iu / 0.5 ml
abseamed,28103921406,epoetinalfa,inject,2000 iu/1.0 ml
abseamed,28104646810,epoetinalfa,inject,30000 iu / 0.75 ml
abseamed,28103921506,epoetinalfa,inject,3000 iu/0.3 ml
abseamed,28104646910,epoetinalfa,inject,40000 iu / 1.0 ml
abseamed,28103921606,epoetinalfa,inject,4000 iu/0.4 ml
abseamed,28103921706,epoetinalfa,inject,5000 iu/0.5 ml
abseamed,28104214907,epoetinalfa,inject,7000 iu/0.7 ml
abseamed,28103921906,epoetinalfa,inject,8000 iu/0.8 ml
abseamed,28104215007,epoetinalfa,inject,9000 iu/0.9 ml
abstral,28103981706,fentanylcitrate,tablet,100 mikrogram
abstral,28105956317,fentanylcitrate,tablet,100 mikrogram
abstral,28106007817,fentanylcitrate,tablet,100 mikrogram
abstral,28103981806,fentanylcitrate,tablet,200 mikrogram
abstral,28105979717,fentanylcitrate,tablet,200 mikrogram
abstral,28106007917,fentanylcitrate,tablet,200 mikrogram
abstral,28103981906,fentanylcitrate,tablet,300 mikrogram
abstral,28103982006,fentanylcitrate,tablet,400 mikrogram
abstral,28106008017,fentanylcitrate,tablet,400 mikrogram
abstral,28103982106,fentanylcitrate,tablet,600 mikrogram
abstral,28103982206,fentanylcitrate,tablet,800 mikrogram
"acamprosatcalcium ""2care4""",28106262419,acamprosatecalcium,tablet,333 mg
acarizax,28105502414,"dermatophagoidesfarinae,dermatophagoidespteronyssinus",tablet,12 sq-hdm
accofil,28106573220,filgrastim,inject,12 me/0.2 ml
accofil,28105408914,filgrastim,inject,30 me/0.5ml
accofil,28105409014,filgrastim,inject,48 me/0.5ml
accofil,28106573320,filgrastim,inject,70 me/0.73 ml
aceinhib,28107031123,lisinoprilanhydrous,tablet,20 mg
acetylsalicylsyre carefarm,28106933423,acetylsalicylicacid,tablet,75 mg
"acetylsalicylsyre ""teva""",28105699015,acetylsalicylicacid,tablet,150 mg
"acetylsalicylsyre ""teva""",28105698915,acetylsalicylicacid,tablet,75 mg
aciclodan,28103002898,aciclovir,cream,50 mg/g
aciclodan,28101863196,aciclovir,tablet,200 mg
aciclodan,28101863296,aciclovir,tablet,400 mg
aciclodan,28101863396,aciclovir,tablet,800 mg
"aciclovir ""1a farma""",28103529203,aciclovir,tablet,200 mg
"aciclovir ""1a farma""",28103529303,aciclovir,tablet,400 mg
"aciclovir ""1a farma""",28103529403,aciclovir,tablet,800 mg
"aciclovir ""alternova""",28105477314,aciclovir,tablet,200 mg
"aciclovir ""nordic prime""",28106993423,aciclovir,tablet,200 mg
"aciclovir ""nordic prime""",28106905623,aciclovir,tablet,800 mg
aciniks,28107133624,omeprazole,capsule,10 mg
"acitretin ""orifarm""",28105627515,acitretin,capsule,10 mg
"acitretin ""orifarm""",28105628015,acitretin,capsule,25 mg
acivir,28103030998,aciclovir,cream,50 mg/g
aclonia,28105654815,"cholecalciferol,alendronatesodiumtrihydrate",tablet,70 mg+140 mikrogram
aclonia,28105654715,"cholecalciferol,alendronatesodiumtrihydrate",tablet,70 mg+70 mikrogram
acnatac,28104895411,"clindamycinphosphate,tretinoin",gel,10 mg/g+0.25 mg/g
acnatac,28106949623,"clindamycinphosphate,tretinoin",gel,10 mg/g+0.25 mg/g
acnenor,28105147912,isotretinoin,capsule,10 mg
acnenor,28105148012,isotretinoin,capsule,20 mg
actelsar hct,28105111012,"hydrochlorothiazide,telmisartan",tablet,40 mg +12.5 mg
actelsar hct,28105111112,"hydrochlorothiazide,telmisartan",tablet,80 mg +12.5 mg
actelsar hct,28105111212,"hydrochlorothiazide,telmisartan",tablet,80 mg + 25 mg
actilyse,28101415990,alteplase,powder,
actiq,28103231701,fentanylcitrate,tablet,200 mikrogram
actiq,28103231801,fentanylcitrate,tablet,400 mikrogram
actiq,28103231901,fentanylcitrate,tablet,600 mikrogram
actiq,28103232001,fentanylcitrate,tablet,800 mikrogram
activelle,28103009598,"estradiol,norethisteroneacetate",tablet,0.5+1 mg
activelle low,28104202307,"estradiolhemihydrate,norethisteroneacetate",tablet,0.5+0.1 mg
actos,28103052198,pioglitazonehydrochloride,tablet,15 mg
actos,28103089399,pioglitazonehydrochloride,tablet,30 mg
actos,28103461102,pioglitazonehydrochloride,tablet,45 mg
actraphane 10 novolet,28103269101,"insulin(isophaneinsulin)human,insulinhuman(rdna)",inject,100 iu/ml
actraphane 20 novolet,28103269201,"insulin(isophaneinsulin)human,insulinhuman(rdna)",inject,100 iu/ml
actraphane 30,28103268501,"insulin(isophaneinsulin)human,insulinhuman(rdna)",inject,100 iu/ml
actraphane 30,28103268401,"insulin(isophaneinsulin)human,insulinhuman(rdna)",inject,40 iu/ml
actraphane 30 flexpen,28103269701,"insulin(isophaneinsulin)human,insulinhuman(rdna)",inject,100 iu/ml
actraphane 30 innolet,28103269601,"insulin(isophaneinsulin)human,insulinhuman(rdna)",inject,100 iu/ml
actraphane 30 penfill,28103268801,"insulin(isophaneinsulin)human,insulinhuman(rdna)",inject,100 iu/ml
actraphane 40 penfill,28103268901,"insulin(isophaneinsulin)human,insulinhuman(rdna)",inject,100 iu/ml
actraphane 50 penfill,28103269001,"insulin(isophaneinsulin)human,insulinhuman(rdna)",inject,100 iu/ml
actrapid,28103253301,insulinhuman(rdna),inject,100 ie/ml
actrapid,28103253201,insulinhuman(rdna),inject,40 ie/ml
actrapid flexpen,28103253701,insulinhuman(rdna),inject,100 ie/ml
actrapid innolet,28103253601,insulinhuman(rdna),inject,100 ie/ml
actrapid penfill,28103253401,insulinhuman(rdna),inject,100 ie/ml
adalat la,28105769316,nifedipine,tablet,30 mg
adalat oros,28101397390,nifedipine,tablet,30 mg
adalat oros,28106980023,nifedipine,tablet,30 mg
"adapalen ""2care4""",28106359619,adapalene,cream,1 mg/g
"adapalene/benzoyl peroxide ""orifarm""",28106735122,"adapalene,benzoylperoxide,aqueous",gel,1+25 mg/g
adasuve,28105009311,loxapine,powder,4.5 mg
adasuve,28105009411,loxapine,powder,9.1 mg
adcetris,28104931611,brentuximabvedotin,powder,50 mg
adcirca,28104351408,tadalafil,tablet,20 mg
adempas,28105246913,riociguat,tablet,0.5 mg
adempas,28105247113,riociguat,tablet,1.5 mg
adempas,28105247013,riociguat,tablet,1 mg
adempas,28105247313,riociguat,tablet,2.5 mg
adempas,28105247213,riociguat,tablet,2 mg
adenocor,28101540293,adenosine,inject,3 mg/ml
adenocor,28106832322,adenosine,inject,3 mg/ml
"adenosin ""fresenius kabi""",28105292913,adenosine,inject,3 mg/ml
"adenosin ""life medical""",28101746695,adenosine,inject,5 mg/ml
"adenosin ""life medical""",28106475520,adenosine,inject,5 mg/ml
adenuric,28104019206,febuxostat,tablet,120 mg
adenuric,28104019106,febuxostat,tablet,80 mg
adequan vet.,28103104499,glucosaminoglycanpolysulfate(psgag),inject,100 mg/ml
adipine,28103988406,amlodipinebesilate,tablet,10 mg
adipine,28103988306,amlodipinebesilate,tablet,5 mg
adixemin,28106668221,lisdexamphetaminedimesilate,capsule,20 mg
adixemin,28106668321,lisdexamphetaminedimesilate,capsule,30 mg
adixemin,28106668421,lisdexamphetaminedimesilate,capsule,40 mg
adixemin,28106668521,lisdexamphetaminedimesilate,capsule,50 mg
adixemin,28106668621,lisdexamphetaminedimesilate,capsule,60 mg
adixemin,28106668721,lisdexamphetaminedimesilate,capsule,70 mg
adjupanrix,28104756510,influenzavirusa/vietnam/1194/2004nibrg-14(h5n1)oprene.antigensofinactivatedsplitvirions,inject,3.75 mikrogram
adport,28104303808,tacrolimusmonohydrate,capsule,0.5 mg
adport,28105215413,tacrolimusmonohydrate,capsule,0.75 mg
adport,28104303908,tacrolimusmonohydrate,capsule,1 mg
adport,28105215313,tacrolimusmonohydrate,capsule,2 mg
adport,28104304008,tacrolimusmonohydrate,capsule,5 mg
"adrenalin ""2care4""",28106241819,adrenalinetartrate,inject,1 mg/ml
"adrenalin ""aguettant""",28105522114,adrenalinetartrate,inject,0.1 mg/ml
"adrenalin ""aguettant""",28106387220,adrenalinetartrate,inject,1 mg/ml
"adrenalin ""bradex""",28105939617,adrenalinetartrate,inject,1 mg/ml
"adrenalin ""bradex""",28106463820,adrenalinetartrate,inject,1 mg/ml
"adrenalin ""dak""",28100701476,adrenalinetartrate,inject,1 mg/ml
"adrenalin ""epione medicine""",28106660021,adrenalinetartrate,inject,1 mg/ml
"adrenalin ""ethypharm""",28106180718,adrenalinetartrate,inject,1 mg/ml
"adrenalin ""martindale pharma""",28105871816,adrenalinetartrate,inject,0.1 mg/ml
"adrenalin ""nordic prime""",28106576421,adrenalinetartrate,inject,1 mg/ml
"adrenalin ""paranova""",28106293619,adrenalinetartrate,inject,1 mg/ml
"adrenalin ""sad""",28101601685,adrenalinetartrate,inject,1 mg/ml
"adreview, iobenguane (i-123) injection",28120203693,iobenguan(123-i),inject,
adriamycin,28101313487,doxorubicinhydrochloride,inject,2 mg/ml
adriamycin,28100920277,doxorubicinhydrochloride,powder,10 mg
adriamycin,28100920177,doxorubicinhydrochloride,powder,50 mg
adrovance,28104099907,"cholecalciferol,alendronatesodiumtrihydrate",tablet,70 mg+140 mikrogram
adrovance,28103968906,"cholecalciferol,alendronatesodiumtrihydrate",tablet,70 mg+70 mikrogram
adtab til hunde >11-22 kg,28106779722,lotusleaves,tablet,450 mg
adtab til hunde 1.3-2.5 kg,28106779422,lotusleaves,tablet,56 mg
adtab til hunde >22-45 kg,28106779822,lotusleaves,tablet,900 mg
adtab til hunde >2.5-5.5 kg,28106779522,lotusleaves,tablet,112 mg
adtab til hunde >5.5-11 kg,28106779622,lotusleaves,tablet,225 mg
adtab til katte 0.5-2.0 kg,28106779222,lotusleaves,tablet,12 mg
adtab til katte >2.0-8.0 kg,28106779322,lotusleaves,tablet,48 mg
adtralza,28106438220,tralokinumab,inject,150 mg
adtralza,28106873822,tralokinumab,inject,300 mg
aduvanz,28106684821,lisdexamphetaminedimesilate,capsule,20 mg
aduvanz,28105379514,lisdexamphetaminedimesilate,capsule,30 mg
aduvanz,28106460220,lisdexamphetaminedimesilate,capsule,30 mg
aduvanz,28106684921,lisdexamphetaminedimesilate,capsule,40 mg
aduvanz,28105379614,lisdexamphetaminedimesilate,capsule,50 mg
aduvanz,28106460120,lisdexamphetaminedimesilate,capsule,50 mg
aduvanz,28106685021,lisdexamphetaminedimesilate,capsule,60 mg
aduvanz,28105379714,lisdexamphetaminedimesilate,capsule,70 mg
aduvanz,28106443320,lisdexamphetaminedimesilate,capsule,70 mg
advagraf,28103915106,tacrolimusmonohydrate,capsule,0.5 mg
advagraf,28103915206,tacrolimusmonohydrate,capsule,1 mg
advagraf,28104323808,tacrolimus(anhydrous),capsule,3 mg
advagraf,28103915306,tacrolimusmonohydrate,capsule,5 mg
advate,28103443002,octocogalfa,powder,1000 ie
advate,28103443102,octocogalfa,powder,1500 ie
advate,28104195207,octocogalfa,powder,2000 ie
advate,28103442802,octocogalfa,powder,250 ie
advate,28104195307,octocogalfa,powder,3000 ie
advate,28103442902,octocogalfa,powder,500 ie
adynovi,28106079216,rurioctocogalfapegol,powder,1000 iu/2 ml
adynovi,28105751816,rurioctocogalfapegol,powder,1000 iu/5 ml
adynovi,28105751916,rurioctocogalfapegol,powder,2000 iu/5 ml
adynovi,28105752016,rurioctocogalfapegol,powder,250 iu/2 ml
adynovi,28105751616,rurioctocogalfapegol,powder,250 iu/5 ml
adynovi,28106544516,rurioctocogalfapegol,powder,3000 ie/5 ml
adynovi,28105752116,rurioctocogalfapegol,powder,500 iu/2 ml
adynovi,28105751716,rurioctocogalfapegol,powder,500 iu/5 ml
aerinaze,28103985806,"desloratadine,pseudoephedrinesulphate",tablet,2.5+120 mg
aerius,28103120999,desloratadine,tablet,5 mg
aerivio spiromax,28105623515,"fluticasonepropionate,salmeterolxinafoate",powder,50 mikrog+500 mikrog
aerobec,28101931197,beclometasonedipropionate,spray,100 mikrogram/dosis
aerobec,28107023323,beclometasonedipropionate,spray,100 mikrogram/dosis
aerobec,28101931097,beclometasonedipropionate,spray,50 mikrogram/dosis
aerobec autohaler,28101398890,beclometasonedipropionate,spray,100 mikrogram/dosis
aerobec autohaler,28105363714,beclometasonedipropionate,spray,100 mikrogram/dosis
aerobec autohaler,28106895723,beclometasonedipropionate,spray,100 mikrogram/dosis
aerobec autohaler,28101398790,beclometasonedipropionate,spray,50 mikrogram/dosis
aerobec autohaler,28106976423,beclometasonedipropionate,spray,100 mikrogram/dosis
aesculaforce forte,52610069901,"horsechestnutseedextract,standardised",tablet,
aethoxysklerol,28100690276,lauromacrogol400,inject,10 mg/ml
aethoxysklerol,28100690576,lauromacrogol400,inject,30 mg/ml
aethoxysklerol,28100690176,lauromacrogol400,inject,5 mg/ml
afinitor,28104388708,everolimus,tablet,10 mg
afinitor,28104948311,everolimus,tablet,2.5 mg
afinitor,28104388608,everolimus,tablet,5 mg
aflunov,28104648910,avianinfluenzavirussubtypeh5n1clade1straina/vietnam/1194/2004,inject,7.5 mikrogram
aforbe,28106532020,"beclometasonedipropionate,formoterolfumaratedihydrate",spray,100+6 mikrog/dosis
afstyla,28105712615,lonoctocogalfa,powder,1000 iu
afstyla,28105712715,lonoctocogalfa,powder,1500 iu
afstyla,28105712815,lonoctocogalfa,powder,2000 iu
afstyla,28105712915,lonoctocogalfa,powder,2500 iu
afstyla,28105712315,lonoctocogalfa,powder,250 iu
afstyla,28105713015,lonoctocogalfa,powder,3000 iu
afstyla,28105712515,lonoctocogalfa,powder,500 iu
agenerase,28103050698,amprenavir,capsule,150 mg
agenerase,28103034698,amprenavir,capsule,50 mg
ageniprim,28106689521,amoxicillintrihydrate,tablet,500 mg
ageniprim,28106689621,amoxicillintrihydrate,tablet,750 mg
agodep,28107023723,agomelatine,tablet,25 mg
"agomelatin ""2care4""",28107025923,agomelatine,tablet,25 mg
"agomelatin ""glenmark""",28105949617,agomelatine,tablet,25 mg
"agomelatin ""glenmark""",28107011723,agomelatine,tablet,25 mg
"agomelatin ""mylan""",28105923317,agomelatine,tablet,25 mg
"agomelatin ""nordic prime""",28106971723,agomelatine,tablet,25 mg
"agomelatin ""stada""",28105923417,agomelatine,tablet,25 mg
"agomelatin ""teva""",28105923617,agomelatine,tablet,25 mg
aimovig,28106151018,erenumab,inject,140 mg
aimovig,28105961917,erenumab,inject,70 mg
aimovig,28106151118,erenumab,inject,140 mg
aimovig,28105962017,erenumab,inject,70 mg
ainil,28104870711,ketoprofen,inject,100 mg/ml
airapy,28104081507,"air,medical",gas,100%
airbufo forspiro,28105943417,"budesonide,formoterolfumaratedihydrate",powder,160+4.5 mikrogram/dosis
airbufo forspiro,28106389620,"budesonide,formoterolfumaratedihydrate",powder,320+9 mikrogram/dosis
airexar spiromax,28105633715,"fluticasonepropionate,salmeterolxinafoate",powder,50 mikrog+500 mikrog
airflusal aerosol,28106118118,"fluticasonepropionate,salmeterolxinafoate",spray,25+125 mikrog./dosis
airflusal forspiro,28105926917,"fluticasonepropionate,salmeterol",powder,50+250 mikrogram
airflusal forspiro,28106246719,"fluticasonepropionate,salmeterol",powder,50+500 mikrogram
airflusal forspiro,28105213813,"fluticasonepropionate,salmeterol",powder,50+250 mikrogram
airflusal forspiro,28106175818,"fluticasonepropionate,salmeterol",powder,50+250 mikrogram
airflusal forspiro,28105213913,"fluticasonepropionate,salmeterol",powder,50+500 mikrogram
airflusal sprayhaler,28105737016,"fluticasonepropionate,salmeterolxinafoate",spray,25+125 mikrog./dosis
airflusal sprayhaler,28105737116,"fluticasonepropionate,salmeterolxinafoate",spray,25+250 mikrog./dosis
airflusan forspiro,28105663615,"fluticasonepropionate,salmeterol",powder,50+500 mikrogram
airomir,28101697294,salbutamolsulfate,spray,0.1 mg/dosis
airomir autohaler,28101329088,salbutamolsulfate,spray,0.1 mg/dosis
airsalb,28104043406,salbutamolsulfate,spray,100 mikrogram/dosis
aitgrys,28106836322,"commondogweed(grasspollenallergen),commongulaks(grasspollenallergen)",tablet,100+300 ri
aitgrys,28106836622,"commondogweed(grasspollenallergen),commongulaks(grasspollenallergen)",tablet,300 ri
aitmyte,28106490320,"dermatophagoidesfarinae,dermatophagoidespteronyssinus",tablet,100+300 ri
aitmyte,28106434420,"dermatophagoidesfarinae,dermatophagoidespteronyssinus",tablet,100 ri
aitmyte,28106490420,"dermatophagoidesfarinae,dermatophagoidespteronyssinus",tablet,300 ri
aivlosin,28104491509,tylvalosintartrate,granule,625 mg/g
aivlosin,28104491409,tylvalosintartrate,powder,42.5 mg/g
aivlosin til fasaner,28104356508,acetylisovaleryltylosintartrate,granule,625 mg/g
aivlosin til kalkuner,28105141112,tylvalosintartrate,granule,625 mg/g
aivlosin til kyllinger,28104123207,acetylisovaleryltylosintartrate,granule,625 mg/g
ajovy,28106067918,fremanezumab,inject,225 mg
ajovy,28106418220,fremanezumab,inject,225 mg
akeega,28106776822,"abirateroneacetate,niraparibtosylatemonohydrate",tablet,100+500 mg
akeega,28106776722,"abirateroneacetate,niraparibtosylatemonohydrate",tablet,50+500 mg
akineton,28100249157,biperidenlactate,inject,5 mg/ml
akineton,28100231857,biperidenhydrochloride,tablet,2 mg
akineton,28105844116,biperidenhydrochloride,tablet,2 mg
aklief,28106187818,trifarotene,cream,50 mikrogram/g
aktiprol,28105396414,amisulpride,tablet,100 mg
aktiprol,28105396514,amisulpride,tablet,200 mg
aktiprol,28107030623,amisulpride,tablet,200 mg
aktiprol,28107074023,amisulpride,tablet,200 mg
aktiprol,28105396614,amisulpride,tablet,400 mg
aktiprol,28105396314,amisulpride,tablet,50 mg
"aktivt kul ""norit""",28101821496,activatedcarbon,capsule,200 mg
akynzeo,28105375314,"netupitant,palonosetronhydrochloride",capsule,300 mg / 0.5 mg
akynzeo,28106235518,"fosnetupitanthydrochloride,palonosetronhydrochloride",powder,235 mg/ 0.25 mg
alamycin prolongatum vet.,28101221385,oxytetracycline,inject,200 mg/ml
alamycin prolongatum vet.,28101572393,oxytetracycline,inject,300 mg/ml
alarimed,28103931806,ramipril,tablet,10 mg
alarimed,28103931606,ramipril,tablet,2.5 mg
alarimed,28103931706,ramipril,tablet,5 mg
aldara,28101813496,imiquimod,cream,5%
alecensa,28105663215,alectinibhydrochloride,capsule,150 mg
"alendronat ""aurobindo""",28105346313,alendronatesodiumanhydrous,tablet,70 mg
"alendronat ""bluefish""",28104299808,alendronatesodiumtrihydrate,tablet,70 mg
"alendronat/cholecalciferol ""stada""",28105654415,"cholecalciferol,alendronatesodiumtrihydrate",tablet,70 mg+140 mikrogram
"alendronat/cholecalciferol ""stada""",28105654315,"cholecalciferol,alendronatesodiumtrihydrate",tablet,70 mg+70 mikrogram
"alendronate/cholecalciferol ""accord""",28105993017,"alendronicacid,cholecalciferoltrituration",tablet,70 mg+140 mikrogram
"alendronate/cholecalciferol ""accord""",28105992917,"alendronicacid,cholecalciferoltrituration",tablet,70 mg+70 mikrogram
"alendronat ""mylan""",28103605903,alendronatesodiumtrihydrate,tablet,10 mg
"alendronat ""mylan""",28103606003,alendronatesodiumtrihydrate,tablet,70 mg
"alendronat ""sandoz""",28104110607,alendronatesodiumtrihydrate,tablet,70 mg
"alendronat ""stada""",28103778605,alendronatesodiumtrihydrate,tablet,10 mg
"alendronat ""stada""",28103778705,alendronatesodiumtrihydrate,tablet,70 mg
"alendronat ""teva""",28103164900,alendronatesodiummonohydrate,tablet,10 mg
"alendronat ""teva""",28103833505,alendronatesodiumtrihydrate,tablet,70 mg
"alfacalcidol ""2care4""",28107070623,alfacalcidole,capsule,1 mikrogram
"alfacalcidol ""orifarm""",28104701110,alfacalcidole,capsule,0.25 mikrogram
"alfacalcidol ""orifarm""",28104701210,alfacalcidole,capsule,0.5 mikrogram
"alfacalcidol ""orifarm""",28104701310,alfacalcidole,capsule,1 mikrogram
"alfacalcidol ""paranova""",28105925517,alfacalcidole,capsule,1 mikrogram
"alfacalcidol ""strides""",28105216713,alfacalcidole,capsule,0.25 mikrogram
"alfacalcidol ""strides""",28105216813,alfacalcidole,capsule,0.5 mikrogram
"alfacalcidol ""strides""",28105216913,alfacalcidole,capsule,1 mikrogram
alfadexx,28106485020,dexamethasonesodiumphosphate,inject,2 mg/ml
alfaglandin c,28104603309,cloprostenolsodium,inject,0.250 mg/ml
alfaxan,28105459014,alfaxalonum,inject,10 mg/ml
alfax multidose vet.,28106096518,alfaxalonum,inject,10 mg/ml
"alfentanil ""kalceks""",28106157118,alfentanilhydrochloride,inject,0.5 mg/ml
"alfuzosin ""orion""",28105679815,alfuzosinhydrochloride,tablet,10 mg
"alfuzosin ""orion""",28105679715,alfuzosinhydrochloride,tablet,2.5 mg
"alfuzosin ""sandoz""",28103846505,alfuzosinhydrochloride,tablet,10 mg
"alfuzosin ""stada""",28103845905,alfuzosinhydrochloride,tablet,10 mg
"alfuzosin ""teva""",28103473003,alfuzosinhydrochloride,tablet,10 mg
alimta,28104354908,pemetrexeddisodium,powder,100 mg
alimta,28103558203,pemetrexeddisodium,powder,500 mg
alisade,28104359008,fluticasonefuroate,spray,27.5 mikrogram
"alitretinoin ""orifarm""",28106235019,alitretinoin,capsule,10 mg
"alitretinoin ""orifarm""",28106235119,alitretinoin,capsule,30 mg
alitretinoin orifarm,28107056323,alitretinoin,capsule,30 mg
"alitretinoin ""paranova""",28106599721,alitretinoin,capsule,10 mg
alizin vet.,28103554203,aglepristone,inject,30 mg/ml
alk (108) betula verrucosa,28101055380,"betulaverrucosaehrh.(vortebirk,synonymofb.pendularoth)",inject,100.000 sq-u/ml
alk (108) betula verrucosa,28101194184,"betulaverrucosaehrh.(vortebirk,synonymofb.pendularoth)",inject,10.000 sq-u/ml
alk (108) betula verrucosa,28101175980,"betulaverrucosaehrh.(vortebirk,synonymofb.pendularoth)",inject,behandlingssæt
alk (225) phleum pratense,28101122783,wheat(grasspollenallergen),inject,100.000 sq-u/ml
alk (225) phleum pratense,28101194784,wheat(grasspollenallergen),inject,10.000 sq-u/ml
alk (225) phleum pratense,28101055480,wheat(grasspollenallergen),inject,behandlingssæt
alk (503) dermatophagoides pteronyssinus,28101123283,dermatophagoidespteronyssinus,inject,100.000 sq-u/ml
alk (503) dermatophagoides pteronyssinus,28101194484,dermatophagoidespteronyssinus,inject,10.000 sq-u/ml
alk (503) dermatophagoides pteronyssinus,28101093682,dermatophagoidespteronyssinus,inject,behandlingssæt
alk (553) hundehår,28101248185,dogshair,inject,100.000 sq-u/ml
alk (553) hundehår,28101248285,dogshair,inject,behandlingssæt
alk (555) kattehår,28101130083,cathair,inject,100.000 sq-u/ml
alk (555) kattehår,28101130183,cathair,inject,behandlingssæt
alk (801) bigift,28101249285,"honningbi,married",inject,100.000 sq-u/ml
alk (801) bigift,28101249185,"honningbi,married",inject,initialsæt
alk (801) bigift,28101249385,"honningbi,married",powder,450.000 sq-u/htgl
alk (802) hvepsegift,28101249885,wheat,inject,100.000 sq-u/ml
alk (802) hvepsegift,28101249785,wheat,inject,initialsæt
alk (802) hvepsegift,28101249985,wheat,powder,450.000 sq-u/htgl
alkacit,28106866722,potassiumcitratemonohydrate,tablet,10 meq
alkeran,28103204700,melphalan,tablet,2 mg
alkeran,28106035017,melphalan,tablet,2 mg
alkeran,28106485220,melphalan,tablet,2 mg
alkindi,28105878416,hydrocortisone,granule,0.5 mg
alkindi,28105878516,hydrocortisone,granule,1 mg
alkindi,28105878616,hydrocortisone,granule,2 mg
